State,Name,Location
Niger,BERITH SPECIALIST HOSPITAL - suleja,SULEJA
Lagos,Life Fountain Medical Centre,"41, Oyedele Oguniyi street, Anthony Village , Lagos"
Abuja (FCT),PAN RAF HOSPITAL,NYANYA
Lagos,Encee Medical Centre,Victoria-Island
Rivers,DELTA SPECIALIST HOSPITAL,Port-harcourt
Lagos,Mother and Child Hospital - Omole,Omole
Lagos,Life Guard Hospital,Ikorodu
Lagos,Adonai Medical centre,Surulere
Rivers,GENERATIONS SPECIALIST HOSPITAL,Port-harcourt
Ogun,Faramed clinics - Tollgate,Sango-Ota
Lagos,Crownrise Hospital,Ejigbo
Lagos,BMM Hospital,Mushin
Ogun,Lantos Specialist Hospital,"52, Adesan Road off Ofada Road , Mowe Ogun state"
Lagos,Med-in Specialist Hospital,"1/3 oshogbo street, ogudu ori-oke , ogudu- Lagos"
Rivers,Mizpah Medical Centre,"PLOT 54, FIRST ROAD, OFF LNG ROAD, AMADI-AMA RESIDENTIAL LAYOUT, AMADI-AMA."
Anambra,Prime Hospital Awka,"Amawobia, Awka"
Lagos,WestCare Specialist Hospital - Ejigbo,Ejigbo
Lagos,Havana Hospital,"115, Akerele street, surulere , Lagos"
Kwara,LIFE FOUNT HOSPITAL - ILORIN,"NO 3, PLANTATION ROAD, OFF POLICE ROAD, ILORIN"
Abuja (FCT),BISMOL HOSPITAL,NYANYA
Lagos,Center For Advanced Specialty Surgery (CASS),"9b Idejo St, Victoria Island, Lagos"
Kaduna,MANEKS HOSPITAL,MAKERA
Lagos,Medwin Hospital,"30 Bintu Street, off Ajayi Road,Oke-ira, Ogba"
Lagos,El- Dunamis Medical Centre- Egan,IGANDO-AKESAN- EGAN -OBADORE-IBA
Lagos,ST. TIMOTHY CATHOLIC HOSPITAL,"16, Otunba Street,  Ojodu - Lagos."
Lagos,JJANED SPECIALIST HOSPITALS,Lekki
Ogun,Gods Time Special clinic and Maternity centre,Idiroko
Rivers,BAREKE MEMORIAL HOSPITAL,"No.6 Afrique Close Opposite Emma Dominion School East west Road, Rumuekini Rivers State."
Abuja (FCT),HILLSHORE CLINIC,"32, LORD LUGARD STREET, ASOKORO, ABUJA"
Abuja (FCT),AGAPE BIOMEDICAL CLINIC,"PLOT 727, OGUNDAIRO STREET, HOLY FAMILY AREA, KUJE"
Kwara,Med Care Hospitals,"182 Pipeline Road, Ilorin, Kwara State"
Delta,OKPARAVERO MEMORIAL  HOSPITAL,159 Sapele warri road Sapele
Oyo,Momoh Memorial Hospital - ANNEX,"Sabo , Oyo state"
Oyo,Teju Specialist Hospital -Oyo,Oyo
Oyo,J-Rapha Hospital,"3A, Ladoke Akintola Street, off Aare, New Bodija Ibadan"
Enugu,MOUNT ZION MEDICAL CENTRE,9TH MILE
Benue,Pishon Women Specialist Clinic,Modern market
Benue,QUEENS CLINIC - MAKURDI,HIGH LEVEL
Benue,BISHOP MURRAY MEDICAL CENTRE,"Bishop Murray Medical Centre, P. O. Box 50, Makurdi, Near St.     Theresa’s Catholic Parish, Along Old Otukpo Road, High Level, Makurdi"
Akwa Ibom,EVERGREEN MEDICAL CENTRE,Ikot Ekpene
Enugu,RISTELA HOSPITAL AND MATERNITY,Enugu
Abia,TODAC CLINIC,61 OKIGWE ROAD ABA
Delta,LANA HOSPITAL,Sapele
Delta,DIVINE CARE HOSPITAL,Sapele
Enugu,ST DANIEL CONSOLATA SPECIALIST HOSPITAL,Enugu
Lagos,A'sRadiance Specialist Hospital,Alagbado
Lagos,Rolayo Medical Centre,Ikorodu
Lagos,Rolayo Medical Centre -Annex,Ikorodu
Enugu,EASTERN NIGERIAN MEDICAL CENTRE,30 Amaigbo Lane Uwani
Niger,MARABA HOSPITAL,SULEJA
Niger,FARY GROUP CLINICS,SULEJA
Benue,MYOM HOSPITAL,GBOKO
Lagos,Peaceful Health Hospital,"55, Ijagemo Road, off Shaki Bus-stop, Ijegun, Ikotun, Alimosho, Lagos State"
Abuja (FCT),LIVING STREAM HOSPITAL,"43/45, Street A, Phase I, off University Rd, Gwagwalada"
Benue,GENERAL HOSPITAL OTUKPO,OTUKPO
Benue,ST LUKES HOSPITAL (LIM CLINIC),GBOKO
Niger,LUCAS HOSPITAL AND MATERNITY,MADALLA
Anambra,CHIZARAM HOSPITAL  AND MATERNITY,12 ONWUKA STREET OKPUNOEGBU UMUDIM NNEWI
Abia,LIFE CARE CLINIC,Aba
Ogun,New Star Hospital,Mowe
Osun,Living Petals Medical Centre,"No. V. 75, Behind International Hotel, Fajube Close, Kajola Street, Imo - Ilesa. Osun State."
Lagos,Makog Hospital,Lekki FreeTrade zone
Rivers,ST CHARLES SURGERY,BONNY
Imo,ALPHA CLINIC AND MATERNITY,Owerri
Akwa Ibom,ROMIVIC SPECIALIST CLINIC,18 ISONG UDO ITO STREET OFF UQUA ROAD EKET
Bayelsa,ASUEIFAI HOSPITAL,Yenogoa
Ogun,Sodipo Medical centre,Ewekoro
Cross River,"COUNTY SPECIALIST HOSPITAL, IKOM",IKOM
Enugu,CHRISTIAN MIRACLE HOSPITAL,Enugu
Imo,IVORY CLINIC,OKIGWE
Kaduna,RAPHA SPECIALIST HOSPITAL,"32/33 Gongola road, Challawa Layout, Barnawa"
Lagos,Wind Of Grace Hospital And Maternity,5 Folarin Fatusin off Alhaji Agbeke street off Femi Kila Ago Palace way Okota Lagos.
Benue,ROYAL SPECIALIST HOSPITAL OTUKPO,OTUKPO
Abuja (FCT),AZRIEL PREMIER HOSPITAL,"Plot AHE 35, AMAC Housing Estate Airport Road ACO, Lugbe"
Abuja (FCT),FOXGLOVE MULTI-SPECIALTY HOSPITALS,"45 FOURTH AVENUE, FHA, GWARINPA"
Lagos,Havilah Hospital,Ajah
Lagos,Tender Touch Hospital,Shasha
Ogun,Ariset Medical Centre and ventures,Sango-Ota
Abuja (FCT),NOVA MEDI-CLINIC,"Suite 102/104, Crystal Palace Hotel, 29 Port Harcourt Crescent, Off Gimbiya Street, Garki Area 11"
Abuja (FCT),FORTE-ELLA SPECIALIST HOSPITAL,"Plot #4525, Behind Overcomers International School, Newsite Estate, FHA Lugbe, Abuja."
Kaduna,ALBA CLINICS AND MEDICAL CENTRE,Kaduna
Kano,STANDARD SPECIALIST HOSPITAL KANO,"NO 155, LAUTAI ROAD, TARAUNI, KANO"
Gombe,MIYETTI HOSPITAL,"federal low cost, along dukku park road, gombe"
Lagos,Our Friend Hospital,"10, Adepitan street off Haruna street college road Ogba Ifako-Ijaiye."
Abuja (FCT),GIBONNA WOMENS HOSPITAL,ABUJA
Ogun,Diamond Hospital,"4 Tipper Garage,  Ijako , Sango otta."
Imo,EZEM HOSPITAL,2 OSUJI STREET OWERRI
Lagos,KLEINBURG MEDICAL(dermatology and diagnostics)- Saka Tinubu,"6b Abimbola Awoniyi Close, Off Kasuma Ekemode Street, By Saka Tinubu, Victoria Island Lagos,"
Abuja (FCT),Vinca Hospital Limited,"Remkom 12, Adjacent NNPC Filling Station, Arab Road, Kubwa, Abuja"
Lagos,Bridge Medicentre- Victoria Island,Victoria-Island
Osun,Living Hope Specialist Hospital,"Parakin,   P.O. Box 947,   ile-Ife,    Osun State"
Lagos,Medibam Medical,Ejigbo
Lagos,BrentWood Medical centre,Ikorodu
Lagos,House of Julius Hospital,Ajao Estate
Lagos,Bloom Boom Paediatric Centre,"11A, CHIEF SAMUEL AJAYI ST, MAGODO GRA II"
Osun,M.O.T Memorial Hospital,Iwo
Delta,"GROUP CHRISTIAN MEDICAL CENTRE, WARRI","Inside Mosheshe Estate Airport Road P.M.B. 15 Effurun, Delta, Warri, Nigeria"
Edo,BENIN MEDICAL CARE LIMITED,53 ADESUWA GRAMMAR SCHOOL RD GRA  BENIN
Rivers,GBEYE HOSPITAL (AHOADA),AHOADA
Rivers,GBEYE HOSPITAL ( PORTHARCOURT),Port-harcourt
Lagos,Togelah Medical Centre,Awoyaya
Lagos,Geo Medical Centre,"12 subairu street, Ladipo Bus stop, Shogunle, off Agege Motor Road, oshodi, Lagos"
Rivers,TRUVINE SPECIALIST HOSPITAL,IGWURUTA ALI
Abuja (FCT),TRAUMA MULTI-SPECIALIST CENTRE,"Trauma Center Building, UATH Compound, Specialist Hospital Road, Gwagwalada Abuja."
Abuja (FCT),ALFOL CARDIOLOGY CLINIC,"CBD, ABUJA"
Lagos,New Evolution Hospital,OKOTA-AGO PALACE-ISOLO-IYANA-ISOLO-EJIGBO-AMUWO-CE
Lagos,Longe Medical Centre,Ifako-Ijaye
Ogun,MedicPlus Specialist Hospital,"Omu Arogun Junction, Ofada Road, Mowe/Ofada, Mowe"
Rivers,DIVINE TOUCH SPECIALIST HOSPITAL,Port-harcourt
Abuja (FCT),BORIS CLINICS LTD,"PLOT F12, CADASTRAL 0705, KUBWA, ABUJA, FCT"
Abuja (FCT),MEDICROWN HEALTH CENTRE,KARSHI
Abuja (FCT),ALLIED SPECIALIST HOSPITAL,Allied Specialist Street  Back of EcoBank Gwagwalada Abuja
Abuja (FCT),MODELCARE HOSPITAL,Jabi
Abuja (FCT),KEFAT MEDICAL CENTRE,"House 30, Road 21, Babangida Area, FHA, Lugbe"
Lagos,OH Prime (Occupational Health Prime ),"13A, John Vic igboanugo street, Lekki Phase 1"
Akwa Ibom,UWAKMFON CLINICS AND HOSPITAL,Uyo
Rivers,PAN OJ CLINIC,68 MISSION ROAD BONNY ISLAND
Niger,DHA SPECIALITY CLINICS,SULEJA
Lagos,Living Well Hospital,"Km 5, Itoikin Road, Beside Taramed Filling Station, Parafa"
Ogun,Kingsword Hospital,Akute
Lagos,Ago Medical Centre,Isolo
Edo,AGHO CLINIC,22 IHIAMA ROAD BY MAT ICE GRA BENIN CITY
Abuja (FCT),Broadacres Medical & Aesthetic Clinic,"CBD, ABUJA"
Edo,BETHEL FAITH MEDICAL CENTRE,Benin
Lagos,Siloan Hospital,Ejigbo
Lagos,Landmark Hospital,Ikorodu
Lagos,St Williams Hospital,Alimosho LGA
Lagos,Mercy Stripes Specialist Hospital,Shasha
Abuja (FCT),JOJE HOSPITAL,Apo
Delta,QUINS  CLINIC,Warri
Niger,ZUMA TOTALCARE HOSPITAL,SULEJA
Niger,RAYBIRTH HOSPITAL,SULEJA
Oyo,Lad Medical Center,"N1 Lad Hospital Street,Beside Police barracks,Orita Challenge, IBADAN"
Lagos,Funto Hospital,Surulere
Lagos,Davestar Hospital,IJEGUN-ISHERI OSUN-IKOTUN-WHITE SAND
Delta,DELTA PROCARE HOSPITAL,"Ugbomro/okuatata,Effurun"
Kano,"465 NAF HOSPITAL KANO, AIPRORT ROAD",Sabon Gari
Lagos,Tolu Hospital,"71, AYO-ALABI, STREET, OKE-IRA, OGBA, IKEJA, LAGOS"
Lagos,Outreach Hospital- Agege,"157, IJUROAD, FAGBA BUS STOP, BESIDE ECO BANK, OPPOSITE OANDO FILLING STATION, IFAKO IJAYE, LAGOS"
Lagos,TopTee Medical Center,"40 Ogunlana Drive , Surulere."
Lagos,Chygorcole Hospital,Abule-Egba
Lagos,Blue Crescent Hospital,Ikorodu
Rivers,BEULAH SPECIALIST HOSPITAL,Port-harcourt
Lagos,Abbys Paediatric Care,Omole
Rivers,IMMANUEL LIFE DIALYSIS CENTRE,D/line
Delta,JEROU CLINIC AND MATERNITY LTD.,Akume drive beside Agofure motor park Sapele/Warri road Sapele
Lagos,Tola Crescent medical centre,Akoka
Adamawa,PEACE HOSPITAL - YOLA,"2,luggere street beside saint theresa catholic church jimeta yola."
Abuja (FCT),TABITHA MEDICAL CENTRE,"Plot 35, ICS Drive, Dakibiyu Jabi, by International Community School, Abuja."
Bauchi,ALBISHIR CLINIC,Bauchi
Katsina,GENERAL HOSPITAL MANI,MANI
Lagos,Bloomingcare Hospital(dental&optical),"30 Baale Animashaun road, Adebayo bus stop, Alakuko bus stop off Lagos -Abeokuta expressway, lagos."
Kogi,CARECREST SPECIALIST HOSPITAL AND FERTILITY CENTRE,Lokoja
Abuja (FCT),MAYFIELD HOSPITAL,"51, MAIN STREET, SUNCITY ESTATE, ABUJA."
Lagos,Ire Anu Hospitals,Ikorodu
Delta,DOMINION CARE MEDICAL CENTRE,4 Valentine Olise street off Achugbue street Obiaruku
Rivers,Prestige Hospital and Maternity Ltd,Plot 3 Elijiji Street opposite Shining Light Fast food Rukpokwu Port Harcourt
Oyo,Oyomesi hospital,"No 61,  Tokunbo Ojo Street, Orogun , Ibadan,"
Rivers,NOBLE MEDICAL CONSULTANTS AND FERTILITY CENTRE,"2, Love close, off Odaranwere road, opp Larritel Hotels, Mgbuoba, Port Harcourt, Rivers state."
Lagos,Alalade Hospital,"67, Oshodi/Abeokuta way, Dopemu, Lagos"
Lagos,Kings Court Hospital,BEFORE LUCKY FIBRE BUS STOP
Lagos,owolola Bethel Hospital,"2, SEMIU TIAMIYU STREET HILL-TOP ESTATE, PIPELINE,"
Lagos,Paulate Hospital,Alagbado
Oyo,Bodmed Clinics and Neurological center,"No 6A Sariyu Adebisi street, off moremi street, off Aare Avenue , New bodija , Ibadan"
Lagos,Dans Medical Care,"Irawo bus stop, off ikorodu road"
Imo,CHAPEL GROUP HOSPITAL,Owerri
Ekiti,Afe Babalola Multisystem Hospital (ABUAD),Ado Ekiti
Lagos,May Clinics Ltd- Ilasamaja,Ilasa
Lagos,May Clinics Ltd- Ilupeju,20 Sura Mogaji Off Coker Road Ilupeju
Kaduna,JOWAKO SPECIALIST HOSPITAL,"G 8 / 9 JOS ROAD, OFF AHMADU BELLO WAY, KADUNA NORTH"
Rivers,ORTHOPLAST SURGICAL CONSULTANT LIMITED,Port-harcourt
Rivers,OBANI CLINIC,G.R.A PHASE II
Lagos,D Better Life Medical -Isheri,Isheri-Olofin
Lagos,D Better Life Medical -Ijegun,Ijegun
Lagos,D Better Life Medical - Ikotun,Ikotun
Lagos,DaySpring Specialist Hospital - Ikotun,"IKOTUN-IJEGUN-EGBE-LIASU ROAD,EJIGBO-JAKANDE-ISOLO"
Lagos,DaySpring Specialist Hospital - Ajah,Ajah
Lagos,DaySpring Specialist Hospital -Egbe,Egbe
Imo,ST DOMINIC'S HOSPITAL,ABOH MBAISE
Abuja (FCT),TRUST CHARITOS HOSPITAL,"PLOT 879/880 IDRIS IBRAHIM CRESCENT, OFF OBAFEMI AWOLOWO WAY, JABI"
Imo,ST JOSEPH MEDICAL SERVICES,ABOH MBAISE
Niger,CHARLES HEALTHCARE,SULEJA
Nasarawa,MOJILLA HOSPITAL LIMITED,"BESIDE UCHE STEPHEN STREET,ASO ROAD,KARU LGA,NASARAWA STATE"
Niger,TEEKAY HOSPITAL,SULEJA NIGER STATE
Zamfara,AREWA HOSPITAL AND MATERNITY,GUSAU
Kogi,GRIMARD CATHOLIC HOSPITAL,ANYIGBA
Kogi,NEIGHBOUR MULTICARE HOSPITAL AND WOMEN WELFARE CENTRE,ANYIGBA
Jigawa,ALKHAIR HOSPITAL,DUTSE
Lagos,LIFEVILLE HOSPITAL,Ejigbo
Lagos,HEALING VIRTUES HOSPITAL,IPAJA-AYOBO-ABESAN-GOWON ESTATE- BARUWA-COMMAND
Lagos,AGAPE MEDICAL CENTRE,IPAJA-AYOBO-ABESAN-GOWON ESTATE- BARUWA-COMMAND
Lagos,OSBORN HOSPITAL,EJIGBO-EGBE-JAKANDE-OKE-AFA-ISOLO-CELE-EGBE-IDIMU-
Akwa Ibom,HOLIFIELD  SPECIALIST HOSPITAL,Eket
Kogi,REHOBOTH SPECIALIST HOSPITAL,"Second Gate of Phase II Estate, (opposite Harmony Schools) C/O P.O Box 293, Lokoja, Kogi state."
Lagos,CHARIS MEDICAL CENTRE,Bariga
Cross River,SANCTA MARIA CLINIC,INDUSTRIAL LAYOUT ABAKPA OGOJA
Rivers,ALPHONSO HOSPITAL,18 ELELENWO-WOJI ROAD ELELENWO PORTHARCOURT
Bayelsa,FAMILY CARE HOSPITAL,"Yenagoa, Bayelsa State"
Rivers,ST MARY MOTHER OF MERCY HOSPITAL,Port-harcourt
Nasarawa,PINECREST SPECIALIST HOSPITAL - ABUJA,KARU
Lagos,A-Harmony Hospital,Badagry 
Lagos,Frankcity Hospital,Igando
Kwara,LIFELINE HOSPITAL,"No 15, sokoto road sabo-oke Ilorin"
Lagos,Patol Medical Centre,Olodi-Apapa
Kaduna,GARDENCITY SPECIALIST HOSPITAL,"NO 2, SULTAN ROAD UGWAN RIMI, GRA"
Nasarawa,VICAR CLINIC,"Vicar Clinic Road, Kabayi Mararaba, Karu LGA, Nasarawa State"
Lagos,Hopewell Hospital,"20, ONAYEMI ERINKITOLA CLOSE, BEHIND JANE NATH COLLEGE, OFF NBC ROAD, EBUTE, LAGOS"
Akwa Ibom,SHELTERE'D SPECIALIST HOSPITAL,Uyo
Delta,OUR LADY OF NIGERIA CATHOLIC HOSPITAL,"Igbimidaka, Oghara Delta state"
Lagos,St Anthony's hospital and maternity,Ikorodu
Lagos,Primefort Hospital,"Road 1, Ikota Bustop, Beside Ikota Primary School Lekki(opp Lekki County Homes)"
Kano,SUMAR SPECIALIST CLINICS,Farawa qtrs
Kaduna,MONARCH HOSPITAL,No 13 Ribadu Road U/Rimi Kaduna
Kaduna,ABI HOSPITAL AND CLINIC,Kaduna North
Lagos,Marigold Hospital and Critical Care Centre,Surulere
Rivers,Beulah Clinic and Diagnostic Centre,AHOADA
Lagos,Vineyard Hospital,IDIMU-EJIGBO-ORISUNBARE-SHASHA-ISHERI-EGBEDA
Lagos,Coscare Hospitals,"WHITE HOUSE, 41, EJIGBO ROAD, OPPOSITE ABEOKUTA STREET, IDIMU Lagos."
Lagos,Ogunmodede Memorial Hospital,Ikotun
Ogun,Springsworth Specialist Hospital,"1, Ifedapo Avenue off Ascon Road,sowo, ibafo, Ogun state"
Lagos,Medol Clinic,Shomolu
Delta,BREMA HOSPITAL,Kwale
Lagos,Joedan Hospital Limited,"3, Lagos Badagry Express Road, Orile Iganmu, Orile"
Benue,FOUNDATION MEMORIAL HOSPITAL,Makurdi
Zamfara,DAULA HOSPITAL,GUSAU
Plateau,OASIS MEDICAL CENTRE,"#75/C3 YAKUBU GOWON WAY IGI BUILDING JOS, PLATEAU STATE."
Gombe,MUSABA MEDICAL CENTRE,DUKKU
Zamfara,RAMA HOSPITAL,GUSAU
Nasarawa,BLESSED TRINITY HOSPITAL,MARABA
Niger,LIBERTY HOSPITAL,SULEJA
Lagos,Omolewa Medical centre,Ojodu-Berger
Lagos,Trust in God Medical Centre,Volks
Lagos,Great Foundation Hospital,Ikorodu
Ogun,Standard Life Care Hospital- Ijoko,Ijoko
Rivers,Standardcare Health Solution,32 Khana street D/line Port Harcourt.
Rivers,Kasomene Faith City Hospital,"5 Shell Location road off Iwofe , Portharcourt"
Akwa Ibom,Neon Health Services Limited,Akwa Ibom State
Kaduna,MENDS SPECIALIST HOSPITAL & AVIATION MEDICAL CENTRE,Kaduna
Sokoto,SHEPHERD SPECIALIST HOSPITAL,SOKOTO
Rivers,Bariel Medical Center,"Km 5, EAST-WEST EXPRESSWAY, ALETO, ELEME - PH RIVERS STATE"
Sokoto,ASHMED SPECIALIST HOSPITAL - SOKOTO BRANCH,RAHAMAANIYYA
Rivers,FAMO CLINIC,Eleme
Kebbi,ASHMED SPECIALIST HOSPITAL - KEBBI BRANCH,BIRNIN KEBBI
Zamfara,ASHMED SPECIALIST HOSPITAL - ZAMFARA BRANCH,GUSAU
Lagos,El Shaddai Hospital,IBA-ALABA-OJO-OKOKOMAIKO-IYANA-IBA-IYANA ISASHI-IY
Ogun,Kolade Specialist Hospital,"1, Isola Olaotan Street off, Iyana Joju Road. Otta"
Lagos,Betta Hospital,Agege
Abuja (FCT),CHIRA SPECIALIST HOSPITAL,Zone 6
Rivers,Heritage Medicare Hospital,"Plot 3 Heritage Avenue , Ndubuisi Estate by Afam road Oyigbo, Rivers state"
Kogi,BETHEL HOSPITAL,ANKPA
Rivers,Anchor Hospital,"Km 15 Eleme junction, Port harcourt"
Edo,Faithdome medical centre,Ekpoma
Rivers,Denovo Hospital,"No 3 Denovo Close by Mofigo Filling Station Off Eneka Rukpokwu Road,Port Harcourt Rivers State"
Kaduna,ASHMED SPECIALIST HOSPITAL - GAMJI,Kaduna
Kaduna,ASHMED SPECIALIST HOSPITAL - ZARIA,Kaduna
Kaduna,ASHMED SPECIALIST HOSPITAL - KAWO,Kaduna
Lagos,Panox Hospital,AMUWO-FESTAC-OKOTA-AGO PALACE-MILE 2-SATELLINE TOW
Lagos,Naveen Healthcare,"213B Corporation drive, Dolphin estate, Ikoyi Lagos."
Lagos,GreenLife Hospital -Ilupeju,Obanikoro-Ilupeju
Ogun,Sacred Heart Hospital,Abeokuta
Ogun,Springhill Hospital,Mowe
Rivers,Clarisage  Medical Consults,Ahoada
Kaduna,ST GERARD CATHOLIC HOSPITAL,"Kachia road, Kakuri, Kaduna"
Plateau,GWASH EPJ SPECIALIST HOSPITAL,Jos
Plateau,THE POTTERS SPECIALIST HOSPITAL,Jos
Abuja (FCT),GARKI HOSPITAL,"Tafawa Balewa Way, Area 8, Garki"
Edo,Edo Specialist Hospital,"Plot 2 SAPELE ROAD, BENIN CITY."
Kaduna,BASMAH MEDICAL CLINIC,Sabon Gari
Kaduna,BASMAH MEDICAL CLINIC - BOMO,BOMO
Delta,Ogiame Ikenwoli Hospital,WARRI
Lagos,Sirona Hospital,"1ST AVENUE, N CLOSE, HOUSE 9, FESTAC TOWN, LAGOS"
Lagos,Choice of Kings Specialist Hospital,Ajah
Lagos,Upsillon Care hospital,"1, Abayomi Kukoyi Street, Osapa London Lekki"
Lagos,Living Heart Specialist Hospital,Lagos Island
Abuja (FCT),ANCILLA CATHOLIC HOSPITAL - KADO,KADO ESTATE
Ogun,Gods Apple city Hospital,Mowe
Lagos,Gods Apple city Hospital - Ojodu,"No 32, Isheri-Holiday Inn, Off Oyaleke Taiwo street, Off Aina street, Grammar school bus-stop, Ojodu-Berger, Lagos state."
Lagos,De-Lakeland Imperial Hospital,Ikorodu
Ogun,BeachLand Specialist Hospital  - Annex,"156, Mowe-Ofada Road (Former Ofada-Mokoloki LCDA Office) Mowe Ogun State"
Kaduna,First care Multi Specialist Hospital (Station Branch),FORMER ISHAKU HOSPIATL BUILDING
Kaduna,First care Multi Specialist Hospital (Zaria Branch),Zaria
Zamfara,First care Multi Specialist Hospital (Zamfara Branch),"NO 2 Sani Abacha Road, beside GT bank, CAC Buildin"
Kebbi,EQUITY HOSPITAL,BIRNIN KEBBI
Rivers,April Hospital,300B Uniport Road Ozuoba Portharcourt
Ogun,Queens Hospital - Ilaro,Ilaro
Rivers,Ponyx Hospital,plot 26 Presidential Estate road GRA 3 Portharcourt
Lagos,Paelon Memorial Clinic- VGC,VGC/AJAH
Lagos,Akanbi Hospital,Ayobo ipaja
Lagos,Akanbi Hospital -Annex,"30, Oluwaga Avenue Ipaja Ayobo"
Lagos,St Angelas Hospital,"IGBOJIA ROAD, SHAPATI,IBEJU LEKKI LAGOS"
Rivers,Health Fountains Hospital,Port Harcourt
Kano,PREMIER CLINICS - KANO,Kano
Lagos,MayFlower clinics / Hospital,"14, bankole street, Isheri       magodo"
Ogun,St Lukes Specialist Hospital -Ijebu ode,Ijebu-ode
Lagos,Fafty Clinic,Ilupeju
Lagos,Goodseed clinics,Ajao Estate
Lagos,Azir Healthcare,Ketu
Plateau,First care Multi Specialist Hospital (Jos Branch),"NO 4 MARIAM PAM DRIVE, OPP OLD GOVERNMENT HOUSE JUNCTION, RAY FIELD JOS, PLATEAU STATE"
Abuja (FCT),BLUEIVY MEDICAL CENTRE,WUSE II
Lagos,Pinecrest Specialist Hospital - Lagos,Oshodi
Rivers,Nissi Medical Centre,Port Harcourt
Rivers,De-mysticare hospital,"5 ROAD 7 RUMUNDURU NEW LAYOUT (OFF FARM ROAD), RUMUNDURU PORT HARCOURT"
Lagos,His Glory Hospital,Orile
Ogun,Fad Specialist Hospital,"Plot 7, Al-Firdaus Estate, Arepo"
Ogun,KIngsmill Hospital,Ajagun area ibafo
Kwara,DIGIT CARE SPECIALIST HOSPITAL,"5, Abiola Badmus street, off Atiku road, behind cottage hospital, Adewole Estate, Ilorin"
Delta,MASCAP HOSPITAL,Warri
Lagos,BlueLime Hospital,Festac-Town
Ondo,Christbay Consultants,Akure
Rivers,URIEL CARE HOSPITAL,"6 AKPAN EDET CLOSE, PANAMA ESTATE, OFF PETER ODILI ROAD, PH"
Lagos,Kowa Hospital,"5, Ladipo oluwole street , off Adeniyi Jones , Ikeja"
Enugu,Livingston Specialist Hospital,"19 Ituku Street, Upper Chime, New Haven, opposite Federal Neuropsychiatric Hospital, Enugu Enugu"
Lagos,Obitoks Hospital,Alimosho
Imo,FAMILYCARE SPECIALIST CLINICS AND MATERNITY-OWERRI,Owerri
Lagos,Carnamed Specialist clinic,"Ogudu mall first floor,"
Abuja (FCT),MEDICOM RENAL AND DIALYSIS CENTRE,"NO 23 ONA CRESCENT OFF LAKE CHAD,MAITAMA,ABUJA"
Lagos,Ingress Hospital,"188 Borno Way, Ebute Metta"
Lagos,Healing Touch Hospital,42 OLUDEGUN AVENUE IRE-AKARI ESTATE ISOLO
Oyo,Zoe Specialist Mission Hospital,"4 ADEOGUN STREET, OFF ALAAFIN AVENUE, OLUYOLE ESTATE, IBADAN"
